Name,Age,Salary,Gender,Department,Position,Year,Month,Day,Performance Score,Email,Phone Number
hannah,35,50000,F,HR,Director,2019,12,1,Bad,name@company.org,0987654321
charlie,35,70000,F,Marketing,Analyst,2018,4,5,Bad,Unknown,1234567890
grace,40,60000,O,Finance,Clerk,2020,1,15,Medium,email@example.com,0987654321
bob,35,55000,O,Finance,Clerk,2019,12,1,Medium,user@domain.com,0000000000
bob,50,60000,M,IT,Manager,2020,1,15,Good,name@company.org,0000000000
grace,35,55000,F,IT,Director,2020,2,20,Medium,user@domain.com,5555555555
frank,35,60000,F,HR,Analyst,2018,4,5,Medium,Unknown,0987654321
charlie,35,55000,F,Finance,Assistant,2020,1,15,Medium,name@company.org,0987654321
ivy,35,57500,O,IT,Clerk,2019,12,1,Bad,name@company.org,5555555555
jack,35,65000,F,Marketing,Analyst,2020,2,20,Good,Unknown,0987654321
frank,25,55000,M,IT,Director,2020,2,20,Bad,Unknown,5555555555
jack,50,55000,M,IT,Manager,2019,12,1,Worst,name@company.org,1234567890
jack,35,50000,O,Finance,Clerk,2019,12,1,Bad,user@domain.com,0000000000
frank,35,55000,O,Finance,Analyst,2020,1,15,Worst,email@example.com,0000000000
alice,35,50000,F,Sales,Analyst,2019,3,25,Excellent,user@domain.com,0000000000
david,40,70000,O,Marketing,Analyst,2020,2,20,Excellent,Unknown,0987654321
jack,35,57500,M,Finance,Director,2020,1,15,Worst,email@example.com,0000000000
frank,35,50000,F,HR,Director,2019,12,1,Worst,user@domain.com,1234567890
frank,40,65000,M,Marketing,Director,2020,1,15,Bad,user@domain.com,0000000000
eve,35,57500,F,Marketing,Assistant,2019,12,1,Worst,Unknown,1234567890
alice,35,50000,O,Finance,Analyst,2018,4,5,Good,Unknown,1234567890
hannah,35,57500,F,Marketing,Clerk,2019,12,1,Excellent,Unknown,0987654321
eve,25,57500,F,Finance,Director,2019,12,1,Excellent,email@example.com,1234567890
eve,35,57500,M,IT,Director,2019,12,1,Worst,Unknown,0000000000
grace,40,70000,M,Sales,Analyst,2019,3,25,Medium,Unknown,0000000000
david,50,65000,F,IT,Director,2019,12,1,Medium,name@company.org,0000000000
frank,25,60000,O,Finance,Assistant,2020,2,20,Worst,name@company.org,0987654321
david,40,60000,O,Finance,Assistant,2020,2,20,Good,email@example.com,0000000000
charlie,35,50000,M,IT,Director,2020,1,15,Medium,name@company.org,5555555555
grace,25,57500,O,HR,Analyst,2019,3,25,Worst,Unknown,0000000000
hannah,40,50000,M,HR,Analyst,2020,1,15,Good,email@example.com,5555555555
david,35,70000,O,HR,Analyst,2020,2,20,Good,Unknown,5555555555
bob,35,70000,F,Finance,Manager,2020,2,20,Bad,email@example.com,0987654321
jack,50,55000,M,Marketing,Director,2018,4,5,Good,email@example.com,1234567890
charlie,35,70000,M,Finance,Analyst,2019,12,1,Medium,user@domain.com,5555555555
alice,35,55000,F,Marketing,Assistant,2020,2,20,Medium,user@domain.com,0000000000
hannah,35,65000,M,IT,Clerk,2020,1,15,Worst,email@example.com,1234567890
charlie,35,50000,O,Sales,Clerk,2020,1,15,Worst,name@company.org,0000000000
jack,50,65000,O,Marketing,Analyst,2019,12,1,Good,user@domain.com,0000000000
grace,35,70000,M,HR,Clerk,2019,12,1,Excellent,Unknown,1234567890
jack,40,65000,O,Finance,Clerk,2018,4,5,Bad,Unknown,1234567890
eve,40,65000,M,IT,Manager,2019,3,25,Excellent,user@domain.com,0000000000
jack,35,65000,F,HR,Assistant,2020,1,15,Good,email@example.com,0987654321
eve,35,70000,M,IT,Assistant,2019,12,1,Good,name@company.org,0000000000
grace,35,57500,F,Sales,Manager,2020,1,15,Excellent,Unknown,0000000000
ivy,50,65000,O,Finance,Manager,2019,12,1,Bad,user@domain.com,0987654321
eve,35,55000,F,Finance,Clerk,2020,2,20,Excellent,name@company.org,1234567890
alice,40,70000,O,Sales,Director,2020,1,15,Worst,name@company.org,0000000000
jack,50,65000,M,Finance,Clerk,2020,2,20,Medium,name@company.org,0000000000
jack,25,57500,O,Marketing,Manager,2020,1,15,Worst,email@example.com,0000000000
alice,40,70000,M,IT,Assistant,2019,3,25,Medium,Unknown,0987654321
bob,50,60000,M,HR,Clerk,2018,4,5,Good,name@company.org,0000000000
frank,40,57500,F,Sales,Director,2020,2,20,Bad,Unknown,0987654321
ivy,35,55000,F,Marketing,Clerk,2019,12,1,Excellent,user@domain.com,1234567890
hannah,25,65000,F,HR,Analyst,2019,3,25,Bad,Unknown,0987654321
eve,35,60000,F,HR,Clerk,2020,1,15,Excellent,email@example.com,0987654321
alice,25,60000,O,Sales,Manager,2020,2,20,Worst,email@example.com,0000000000
grace,35,70000,O,Marketing,Assistant,2020,1,15,Worst,Unknown,0000000000
eve,50,60000,O,HR,Assistant,2020,1,15,Excellent,Unknown,0000000000
frank,25,55000,M,HR,Manager,2020,1,15,Bad,email@example.com,5555555555
grace,35,55000,O,Marketing,Analyst,2018,4,5,Excellent,email@example.com,0987654321
charlie,40,50000,O,Finance,Manager,2018,4,5,Good,Unknown,5555555555
jack,25,55000,O,HR,Clerk,2019,12,1,Worst,email@example.com,0000000000
charlie,50,57500,F,IT,Manager,2020,2,20,Good,Unknown,0000000000
eve,25,60000,O,Marketing,Manager,2019,3,25,Worst,Unknown,0000000000
frank,35,55000,M,HR,Analyst,2019,3,25,Worst,Unknown,0000000000
ivy,40,70000,F,Sales,Clerk,2019,3,25,Medium,user@domain.com,0000000000
eve,50,50000,M,IT,Director,2020,1,15,Good,Unknown,1234567890
alice,50,60000,O,HR,Director,2018,4,5,Good,Unknown,0987654321
david,35,50000,F,IT,Assistant,2020,2,20,Medium,user@domain.com,0000000000
eve,35,60000,M,IT,Manager,2020,1,15,Bad,name@company.org,0000000000
jack,35,70000,O,Finance,Assistant,2018,4,5,Good,email@example.com,0000000000
jack,50,50000,M,IT,Analyst,2018,4,5,Excellent,Unknown,0000000000
eve,40,65000,M,Finance,Director,2020,2,20,Medium,email@example.com,0000000000
grace,25,57500,M,Marketing,Manager,2020,2,20,Good,Unknown,5555555555
david,25,57500,O,Finance,Analyst,2020,2,20,Bad,email@example.com,0987654321
alice,40,60000,O,Sales,Analyst,2020,1,15,Good,user@domain.com,0987654321
eve,50,65000,M,HR,Manager,2019,12,1,Worst,email@example.com,1234567890
grace,25,50000,F,Marketing,Analyst,2020,2,20,Excellent,email@example.com,1234567890
jack,25,65000,F,Marketing,Manager,2019,12,1,Medium,email@example.com,1234567890
jack,25,65000,O,Sales,Manager,2020,1,15,Worst,name@company.org,0987654321
frank,35,50000,O,Finance,Clerk,2019,12,1,Bad,name@company.org,5555555555
eve,35,70000,O,HR,Assistant,2019,3,25,Worst,Unknown,0987654321
david,35,65000,O,Finance,Analyst,2019,12,1,Worst,user@domain.com,0987654321
bob,35,65000,O,IT,Analyst,2020,2,20,Bad,email@example.com,0987654321
david,40,70000,F,Finance,Clerk,2020,1,15,Worst,email@example.com,0987654321
jack,40,65000,O,Marketing,Clerk,2020,2,20,Medium,email@example.com,5555555555
jack,40,65000,M,HR,Clerk,2019,3,25,Good,email@example.com,1234567890
charlie,35,65000,M,Finance,Director,2020,2,20,Worst,name@company.org,0000000000
jack,35,57500,F,HR,Director,2020,2,20,Medium,Unknown,1234567890
alice,50,55000,M,HR,Director,2020,2,20,Good,Unknown,1234567890
hannah,50,70000,F,IT,Manager,2018,4,5,Good,user@domain.com,0000000000
eve,35,65000,F,IT,Analyst,2019,3,25,Worst,email@example.com,0987654321
david,50,57500,M,Marketing,Assistant,2020,2,20,Medium,Unknown,5555555555
hannah,40,70000,O,Sales,Manager,2020,2,20,Worst,Unknown,5555555555
grace,35,60000,M,HR,Analyst,2020,2,20,Bad,Unknown,1234567890
bob,25,60000,M,Sales,Analyst,2020,1,15,Good,name@company.org,0000000000
alice,35,65000,F,Marketing,Clerk,2018,4,5,Worst,Unknown,0000000000
david,35,57500,M,HR,Clerk,2020,1,15,Good,Unknown,0987654321
hannah,35,57500,F,HR,Manager,2018,4,5,Medium,name@company.org,1234567890
bob,35,70000,O,Sales,Clerk,2020,2,20,Excellent,Unknown,5555555555
charlie,40,70000,O,Finance,Analyst,2019,3,25,Worst,Unknown,0000000000
alice,50,57500,O,IT,Clerk,2019,12,1,Worst,Unknown,0000000000
alice,40,70000,M,Finance,Director,2019,12,1,Good,name@company.org,1234567890
charlie,35,57500,F,Sales,Clerk,2020,2,20,Medium,email@example.com,0000000000
eve,40,55000,O,IT,Analyst,2020,1,15,Bad,user@domain.com,5555555555
charlie,50,57500,F,Finance,Manager,2019,3,25,Medium,Unknown,1234567890
alice,35,60000,F,IT,Assistant,2018,4,5,Worst,name@company.org,0000000000
alice,35,70000,O,HR,Clerk,2020,2,20,Bad,Unknown,0000000000
hannah,35,57500,O,Finance,Analyst,2019,3,25,Medium,name@company.org,0987654321
jack,25,57500,F,IT,Assistant,2019,3,25,Excellent,user@domain.com,5555555555
bob,35,70000,O,IT,Assistant,2018,4,5,Good,user@domain.com,5555555555
charlie,25,55000,F,IT,Director,2019,3,25,Medium,email@example.com,0000000000
bob,25,55000,F,Finance,Assistant,2020,1,15,Medium,email@example.com,1234567890
charlie,35,70000,O,Marketing,Analyst,2020,1,15,Excellent,user@domain.com,0000000000
grace,35,50000,M,Finance,Analyst,2020,1,15,Worst,Unknown,0000000000
alice,50,70000,O,Sales,Clerk,2019,3,25,Good,Unknown,0987654321
jack,40,70000,M,Finance,Clerk,2020,1,15,Medium,Unknown,0987654321
hannah,40,55000,F,IT,Clerk,2018,4,5,Bad,email@example.com,0987654321
jack,50,55000,F,HR,Assistant,2019,3,25,Medium,Unknown,0000000000
jack,25,70000,M,Finance,Assistant,2019,12,1,Good,email@example.com,0000000000
jack,25,70000,F,Finance,Director,2019,3,25,Medium,user@domain.com,5555555555
bob,35,70000,M,IT,Clerk,2018,4,5,Excellent,Unknown,1234567890
charlie,35,55000,M,HR,Manager,2019,12,1,Medium,Unknown,5555555555
ivy,35,70000,F,HR,Director,2019,3,25,Medium,user@domain.com,0000000000
grace,25,70000,M,Sales,Manager,2020,1,15,Bad,Unknown,5555555555
david,40,65000,O,Finance,Assistant,2020,2,20,Excellent,Unknown,0000000000
jack,35,50000,O,HR,Director,2020,2,20,Excellent,name@company.org,0987654321
eve,35,60000,F,HR,Director,2020,1,15,Medium,email@example.com,0000000000
bob,35,50000,F,Marketing,Analyst,2020,2,20,Bad,Unknown,0000000000
hannah,35,65000,M,Marketing,Assistant,2020,2,20,Medium,user@domain.com,5555555555
david,35,60000,M,HR,Assistant,2020,1,15,Medium,Unknown,0000000000
ivy,50,70000,M,Sales,Director,2020,1,15,Good,Unknown,5555555555
eve,25,65000,M,HR,Assistant,2019,3,25,Good,email@example.com,5555555555
ivy,35,70000,O,IT,Director,2019,3,25,Bad,name@company.org,0000000000
david,35,55000,O,Finance,Analyst,2020,1,15,Worst,email@example.com,5555555555
jack,50,57500,F,Sales,Director,2018,4,5,Good,Unknown,0987654321
eve,40,65000,M,IT,Assistant,2020,2,20,Worst,Unknown,5555555555
ivy,40,55000,M,Sales,Assistant,2019,3,25,Excellent,Unknown,0987654321
hannah,25,65000,F,IT,Director,2020,2,20,Good,Unknown,0000000000
charlie,25,65000,M,Finance,Director,2019,12,1,Good,user@domain.com,0000000000
alice,35,55000,M,Finance,Director,2020,1,15,Bad,name@company.org,0987654321
charlie,50,60000,M,Marketing,Clerk,2018,4,5,Worst,Unknown,0000000000
david,40,50000,M,IT,Assistant,2019,12,1,Good,Unknown,0000000000
bob,35,70000,M,Marketing,Assistant,2019,12,1,Good,Unknown,0987654321
alice,35,65000,F,IT,Clerk,2019,12,1,Bad,name@company.org,0000000000
grace,25,70000,M,Marketing,Director,2020,1,15,Bad,email@example.com,1234567890
hannah,35,57500,F,Finance,Analyst,2019,3,25,Worst,name@company.org,0000000000
grace,35,55000,M,Sales,Director,2020,1,15,Excellent,name@company.org,0000000000
eve,35,70000,O,Marketing,Director,2019,3,25,Excellent,name@company.org,0000000000
alice,40,55000,O,IT,Clerk,2019,12,1,Medium,Unknown,0000000000
grace,25,70000,O,IT,Assistant,2019,12,1,Good,Unknown,5555555555
grace,35,50000,O,Finance,Director,2018,4,5,Worst,user@domain.com,0000000000
ivy,25,50000,F,IT,Assistant,2019,3,25,Good,email@example.com,0000000000
charlie,35,50000,F,HR,Manager,2019,12,1,Worst,Unknown,0987654321
ivy,35,50000,M,Sales,Assistant,2020,2,20,Worst,name@company.org,1234567890
alice,35,50000,O,Marketing,Analyst,2018,4,5,Worst,email@example.com,5555555555
alice,25,50000,F,Sales,Analyst,2020,1,15,Good,email@example.com,0987654321
david,25,55000,M,Finance,Director,2018,4,5,Bad,user@domain.com,1234567890
ivy,40,65000,M,Marketing,Assistant,2020,2,20,Good,Unknown,1234567890
frank,35,70000,F,Marketing,Director,2019,3,25,Worst,name@company.org,1234567890
charlie,35,50000,O,HR,Clerk,2020,1,15,Medium,Unknown,0987654321
alice,35,55000,M,Finance,Analyst,2020,1,15,Excellent,user@domain.com,5555555555
david,35,55000,O,IT,Director,2019,3,25,Worst,Unknown,5555555555
ivy,50,55000,O,HR,Clerk,2018,4,5,Medium,email@example.com,1234567890
charlie,35,65000,O,HR,Director,2019,12,1,Bad,name@company.org,0987654321
ivy,40,70000,M,Sales,Assistant,2018,4,5,Worst,Unknown,1234567890
grace,35,65000,O,Sales,Assistant,2020,2,20,Medium,user@domain.com,0000000000
david,35,60000,M,Sales,Assistant,2019,12,1,Worst,Unknown,5555555555
charlie,50,55000,O,HR,Assistant,2018,4,5,Good,email@example.com,0000000000
jack,40,60000,M,IT,Manager,2019,3,25,Medium,name@company.org,1234567890
eve,35,57500,O,Marketing,Clerk,2020,2,20,Good,Unknown,0000000000
eve,40,50000,F,Sales,Clerk,2020,2,20,Good,Unknown,5555555555
charlie,35,50000,O,IT,Assistant,2020,2,20,Medium,email@example.com,0987654321
ivy,40,65000,O,Finance,Manager,2019,12,1,Excellent,Unknown,5555555555
david,40,70000,M,Sales,Assistant,2020,1,15,Medium,user@domain.com,0987654321
eve,25,60000,M,Marketing,Manager,2019,12,1,Excellent,Unknown,0987654321
david,35,70000,O,Finance,Assistant,2018,4,5,Worst,Unknown,1234567890
eve,40,65000,F,Finance,Analyst,2020,1,15,Worst,Unknown,1234567890
grace,50,50000,F,Marketing,Analyst,2018,4,5,Medium,email@example.com,5555555555
ivy,40,70000,M,Sales,Director,2020,1,15,Worst,email@example.com,0000000000
grace,35,70000,F,HR,Assistant,2019,12,1,Bad,user@domain.com,5555555555
eve,35,50000,O,Marketing,Clerk,2020,2,20,Good,Unknown,0000000000
jack,35,60000,M,Marketing,Director,2019,3,25,Good,email@example.com,0987654321
jack,35,50000,O,Marketing,Analyst,2020,2,20,Excellent,user@domain.com,0987654321
grace,35,70000,M,Finance,Assistant,2019,12,1,Worst,user@domain.com,1234567890
jack,40,60000,M,IT,Director,2020,1,15,Excellent,Unknown,0000000000
eve,40,60000,M,HR,Assistant,2020,2,20,Good,name@company.org,1234567890
charlie,25,50000,M,Sales,Analyst,2019,12,1,Good,Unknown,0000000000
grace,50,70000,F,Sales,Director,2018,4,5,Worst,name@company.org,5555555555
bob,35,65000,O,IT,Analyst,2019,3,25,Bad,user@domain.com,5555555555
ivy,35,70000,O,Marketing,Manager,2020,2,20,Bad,email@example.com,0000000000
jack,25,55000,O,HR,Analyst,2020,1,15,Worst,Unknown,1234567890
jack,35,57500,M,Sales,Assistant,2018,4,5,Worst,user@domain.com,1234567890
alice,35,65000,F,Sales,Clerk,2019,12,1,Excellent,email@example.com,0000000000
frank,25,60000,O,Marketing,Analyst,2019,3,25,Worst,user@domain.com,5555555555
grace,40,65000,F,IT,Clerk,2020,1,15,Bad,Unknown,1234567890
hannah,35,60000,M,HR,Manager,2019,12,1,Worst,name@company.org,0000000000
jack,40,60000,O,IT,Director,2019,12,1,Excellent,user@domain.com,5555555555
ivy,25,65000,F,IT,Director,2020,2,20,Excellent,email@example.com,0000000000
bob,40,60000,M,HR,Clerk,2020,2,20,Excellent,Unknown,0000000000
jack,35,60000,F,HR,Director,2020,1,15,Excellent,Unknown,0987654321
bob,35,55000,O,Sales,Analyst,2019,12,1,Medium,Unknown,0000000000
eve,35,70000,O,Sales,Clerk,2020,2,20,Worst,name@company.org,0000000000
eve,50,70000,M,HR,Assistant,2019,3,25,Good,Unknown,1234567890
frank,35,57500,M,Finance,Analyst,2019,3,25,Worst,Unknown,0987654321
charlie,40,57500,M,Sales,Analyst,2019,12,1,Medium,email@example.com,0000000000
hannah,35,55000,F,Finance,Analyst,2020,2,20,Excellent,user@domain.com,1234567890
alice,40,57500,F,HR,Assistant,2020,1,15,Medium,name@company.org,0987654321
frank,35,65000,F,Sales,Manager,2020,1,15,Bad,Unknown,5555555555
david,25,50000,M,IT,Director,2020,1,15,Bad,name@company.org,1234567890
alice,35,50000,O,HR,Clerk,2019,3,25,Worst,Unknown,0000000000
grace,35,50000,O,Marketing,Manager,2020,2,20,Worst,name@company.org,0000000000
ivy,35,55000,F,Finance,Clerk,2020,2,20,Good,Unknown,0987654321
david,35,55000,F,HR,Director,2019,3,25,Good,user@domain.com,1234567890
david,40,60000,O,HR,Assistant,2020,1,15,Bad,user@domain.com,5555555555
frank,50,50000,O,Sales,Analyst,2020,1,15,Excellent,name@company.org,0000000000
charlie,35,65000,F,Sales,Analyst,2019,12,1,Medium,email@example.com,0000000000
frank,35,57500,F,Sales,Assistant,2018,4,5,Good,name@company.org,1234567890
grace,35,65000,O,Marketing,Manager,2020,2,20,Good,Unknown,5555555555
jack,50,57500,M,Sales,Manager,2020,2,20,Excellent,user@domain.com,0987654321
jack,40,50000,F,HR,Clerk,2020,2,20,Excellent,user@domain.com,1234567890
charlie,40,50000,O,Sales,Assistant,2018,4,5,Worst,user@domain.com,0987654321
grace,35,50000,O,IT,Manager,2019,12,1,Medium,email@example.com,0000000000
charlie,35,55000,O,Sales,Assistant,2018,4,5,Excellent,email@example.com,0987654321
bob,40,57500,O,Marketing,Director,2020,1,15,Good,Unknown,5555555555
jack,50,55000,M,IT,Analyst,2020,1,15,Good,name@company.org,0000000000
david,35,55000,O,HR,Analyst,2020,2,20,Bad,name@company.org,5555555555
hannah,25,70000,F,HR,Analyst,2019,3,25,Excellent,Unknown,0987654321
ivy,25,65000,M,Finance,Assistant,2020,2,20,Worst,user@domain.com,1234567890
grace,25,65000,O,IT,Assistant,2019,3,25,Medium,email@example.com,0000000000
alice,35,60000,M,Finance,Clerk,2018,4,5,Worst,Unknown,0000000000
charlie,35,55000,F,IT,Analyst,2020,1,15,Good,Unknown,1234567890
ivy,40,57500,O,IT,Clerk,2019,3,25,Worst,email@example.com,1234567890
alice,35,70000,F,Marketing,Analyst,2018,4,5,Good,name@company.org,5555555555
ivy,50,70000,O,Finance,Clerk,2020,1,15,Good,user@domain.com,0987654321
hannah,35,65000,O,Marketing,Clerk,2019,3,25,Good,name@company.org,5555555555
alice,50,55000,O,IT,Director,2020,2,20,Good,Unknown,0987654321
frank,35,60000,O,HR,Clerk,2020,2,20,Good,user@domain.com,5555555555
eve,25,55000,O,IT,Assistant,2020,2,20,Bad,Unknown,1234567890
frank,35,50000,M,Marketing,Clerk,2018,4,5,Worst,Unknown,0000000000
jack,35,55000,O,Finance,Analyst,2020,2,20,Bad,name@company.org,0987654321
eve,35,50000,O,Finance,Clerk,2019,12,1,Bad,name@company.org,0000000000
frank,50,50000,M,Marketing,Manager,2020,1,15,Excellent,name@company.org,0000000000
eve,40,60000,M,Finance,Analyst,2018,4,5,Excellent,email@example.com,1234567890
eve,40,57500,M,Sales,Manager,2020,2,20,Excellent,Unknown,5555555555
david,50,65000,M,HR,Analyst,2020,1,15,Medium,user@domain.com,5555555555
charlie,35,55000,M,HR,Assistant,2019,3,25,Excellent,name@company.org,1234567890
charlie,35,50000,M,HR,Assistant,2020,2,20,Worst,name@company.org,0000000000
david,35,55000,O,Finance,Assistant,2020,1,15,Bad,email@example.com,0000000000
ivy,35,57500,O,Finance,Manager,2019,12,1,Worst,user@domain.com,5555555555
bob,35,65000,F,IT,Director,2019,3,25,Excellent,Unknown,0987654321
ivy,35,57500,O,IT,Analyst,2019,12,1,Medium,Unknown,0000000000
alice,25,65000,O,HR,Assistant,2020,1,15,Medium,email@example.com,0987654321
alice,35,70000,M,Sales,Analyst,2019,12,1,Bad,Unknown,0000000000
eve,50,65000,M,IT,Manager,2020,1,15,Worst,Unknown,0987654321
frank,25,60000,O,IT,Director,2020,1,15,Good,name@company.org,0000000000
frank,35,57500,F,Finance,Manager,2019,12,1,Worst,name@company.org,0987654321
charlie,50,50000,M,Sales,Analyst,2020,1,15,Excellent,user@domain.com,0987654321
grace,25,70000,O,HR,Director,2020,2,20,Good,Unknown,0987654321
ivy,50,60000,O,IT,Director,2020,1,15,Medium,name@company.org,0987654321
jack,35,55000,F,Sales,Manager,2018,4,5,Bad,name@company.org,1234567890
hannah,35,57500,F,Sales,Assistant,2020,1,15,Bad,user@domain.com,0000000000
frank,35,50000,M,HR,Analyst,2018,4,5,Medium,Unknown,0000000000
hannah,35,65000,F,Sales,Clerk,2020,1,15,Excellent,name@company.org,0000000000
eve,50,50000,O,Sales,Clerk,2020,1,15,Medium,email@example.com,1234567890
hannah,40,55000,O,Sales,Manager,2019,12,1,Excellent,email@example.com,1234567890
jack,35,70000,F,IT,Analyst,2020,2,20,Good,Unknown,1234567890
david,35,70000,F,HR,Analyst,2020,2,20,Medium,Unknown,1234567890
jack,35,57500,F,Sales,Manager,2019,3,25,Excellent,user@domain.com,0987654321
hannah,35,70000,F,Sales,Analyst,2019,12,1,Good,email@example.com,0000000000
jack,35,57500,M,IT,Assistant,2019,12,1,Medium,email@example.com,5555555555
bob,40,57500,F,HR,Manager,2020,2,20,Bad,Unknown,0000000000
eve,35,57500,M,Finance,Assistant,2019,12,1,Medium,Unknown,1234567890
ivy,40,65000,O,IT,Analyst,2020,2,20,Worst,Unknown,0000000000
david,35,60000,F,HR,Manager,2019,12,1,Medium,Unknown,1234567890
frank,25,57500,M,Sales,Analyst,2020,1,15,Worst,email@example.com,1234567890
alice,50,57500,F,HR,Manager,2020,2,20,Good,user@domain.com,1234567890
ivy,35,60000,O,HR,Analyst,2020,2,20,Medium,email@example.com,1234567890
alice,35,50000,O,HR,Assistant,2018,4,5,Good,Unknown,1234567890
eve,35,57500,O,Finance,Assistant,2019,12,1,Good,email@example.com,0000000000
david,35,65000,F,HR,Analyst,2019,12,1,Excellent,user@domain.com,0000000000
charlie,35,70000,F,Finance,Manager,2020,2,20,Good,name@company.org,1234567890
frank,50,70000,M,Sales,Clerk,2020,1,15,Good,email@example.com,1234567890
bob,35,55000,O,Finance,Assistant,2020,1,15,Medium,Unknown,1234567890
charlie,40,55000,F,Sales,Assistant,2020,1,15,Medium,name@company.org,1234567890
eve,35,70000,O,Sales,Clerk,2019,12,1,Bad,Unknown,0987654321
ivy,25,70000,O,Finance,Analyst,2018,4,5,Excellent,Unknown,0987654321
bob,35,65000,M,IT,Manager,2020,2,20,Good,Unknown,5555555555
jack,40,60000,M,Marketing,Analyst,2019,3,25,Excellent,email@example.com,1234567890
hannah,25,55000,M,HR,Director,2018,4,5,Worst,Unknown,5555555555
bob,40,60000,M,Marketing,Assistant,2019,3,25,Good,name@company.org,0000000000
eve,40,65000,O,HR,Director,2018,4,5,Excellent,user@domain.com,5555555555
grace,35,70000,M,HR,Assistant,2020,1,15,Bad,Unknown,0000000000
hannah,35,57500,M,Sales,Assistant,2019,12,1,Bad,email@example.com,0987654321
alice,35,60000,M,HR,Director,2019,3,25,Good,Unknown,0987654321
frank,50,70000,M,HR,Director,2018,4,5,Worst,user@domain.com,1234567890
alice,35,70000,O,Finance,Analyst,2019,12,1,Bad,name@company.org,1234567890
bob,50,50000,M,Marketing,Director,2019,3,25,Bad,Unknown,0000000000
alice,35,60000,O,Finance,Analyst,2020,2,20,Worst,Unknown,0000000000
eve,35,57500,F,HR,Analyst,2018,4,5,Excellent,user@domain.com,0000000000
jack,35,60000,O,Sales,Analyst,2020,2,20,Bad,email@example.com,1234567890
ivy,25,70000,O,Finance,Assistant,2020,1,15,Medium,name@company.org,1234567890
frank,50,57500,M,Finance,Assistant,2020,2,20,Bad,user@domain.com,0000000000
alice,35,65000,F,IT,Director,2020,2,20,Excellent,Unknown,0000000000
alice,35,50000,F,HR,Assistant,2018,4,5,Excellent,name@company.org,0000000000
bob,40,70000,F,Sales,Director,2020,1,15,Good,Unknown,0987654321
ivy,40,55000,F,Finance,Assistant,2020,2,20,Medium,user@domain.com,5555555555
charlie,40,55000,O,Finance,Manager,2019,12,1,Excellent,Unknown,5555555555
alice,35,50000,F,Sales,Manager,2019,3,25,Worst,Unknown,1234567890
eve,35,65000,O,HR,Director,2020,2,20,Medium,Unknown,0987654321
grace,50,70000,O,IT,Assistant,2020,1,15,Medium,email@example.com,0000000000
frank,35,60000,O,Finance,Assistant,2020,2,20,Worst,Unknown,1234567890
alice,25,50000,F,IT,Analyst,2019,3,25,Bad,Unknown,0987654321
eve,40,65000,M,Marketing,Clerk,2020,1,15,Worst,Unknown,0000000000
eve,35,60000,M,HR,Director,2018,4,5,Worst,name@company.org,0987654321
frank,35,55000,F,Marketing,Clerk,2020,1,15,Bad,Unknown,1234567890
charlie,25,55000,M,Marketing,Clerk,2018,4,5,Bad,Unknown,5555555555
eve,35,60000,M,Marketing,Director,2020,1,15,Bad,user@domain.com,0000000000
grace,35,50000,O,HR,Assistant,2019,3,25,Bad,email@example.com,0000000000
eve,50,55000,O,HR,Director,2019,3,25,Bad,name@company.org,0987654321
eve,35,70000,F,Sales,Clerk,2020,1,15,Worst,Unknown,1234567890
eve,40,57500,F,IT,Assistant,2020,2,20,Good,user@domain.com,1234567890
jack,35,60000,M,IT,Manager,2019,3,25,Good,email@example.com,0000000000
jack,25,60000,O,Sales,Director,2018,4,5,Excellent,name@company.org,1234567890
charlie,25,55000,F,Sales,Director,2018,4,5,Good,name@company.org,1234567890
alice,35,50000,F,Marketing,Assistant,2019,12,1,Good,Unknown,0000000000
eve,35,70000,F,Sales,Manager,2018,4,5,Worst,name@company.org,0000000000
ivy,35,50000,F,Finance,Manager,2019,12,1,Bad,user@domain.com,5555555555
alice,35,65000,F,IT,Assistant,2020,1,15,Bad,name@company.org,5555555555
charlie,35,65000,F,Sales,Analyst,2020,1,15,Worst,Unknown,0987654321
david,50,57500,M,Finance,Director,2020,1,15,Good,user@domain.com,0000000000
alice,25,55000,O,Finance,Director,2020,2,20,Worst,email@example.com,0987654321
alice,25,55000,O,Finance,Clerk,2020,2,20,Excellent,email@example.com,5555555555
hannah,40,55000,F,Finance,Assistant,2019,12,1,Bad,Unknown,0000000000
bob,40,57500,O,Marketing,Clerk,2018,4,5,Medium,Unknown,1234567890
hannah,35,65000,O,Finance,Clerk,2018,4,5,Excellent,Unknown,5555555555
grace,50,50000,O,Marketing,Manager,2020,1,15,Excellent,email@example.com,0000000000
jack,35,57500,F,Marketing,Director,2019,3,25,Worst,email@example.com,5555555555
jack,35,57500,F,Finance,Clerk,2020,2,20,Good,email@example.com,0000000000
bob,35,50000,O,IT,Manager,2020,2,20,Bad,email@example.com,0000000000
frank,40,55000,O,Finance,Assistant,2020,1,15,Medium,name@company.org,0000000000
frank,35,70000,F,Finance,Clerk,2020,2,20,Excellent,user@domain.com,0987654321
charlie,40,50000,M,Finance,Director,2020,1,15,Medium,user@domain.com,0000000000
bob,35,65000,O,IT,Clerk,2019,12,1,Good,Unknown,5555555555
alice,35,60000,M,HR,Assistant,2018,4,5,Good,name@company.org,0000000000
frank,35,60000,O,HR,Clerk,2019,3,25,Medium,email@example.com,1234567890
eve,35,57500,M,Marketing,Director,2018,4,5,Bad,email@example.com,5555555555
